desc_party,district_kr,date,count
Republican,31,2016-04-21,1574
Democratic,31,2016-06-02,4634
Libertarian,31,2016-06-02,111
Republican,31,2016-06-02,1581
Unaffiliated,31,2016-06-02,3468
Unaffiliated,31,2016-08-02,3441
Democratic,31,2016-08-02,4822
Republican,31,2016-08-02,1660
Libertarian,31,2016-08-02,112
Republican,31,2016-10-06,1740
Democratic,31,2016-10-06,5015
Libertarian,31,2016-10-06,114
Unaffiliated,31,2016-10-06,3401
Libertarian,31,2017-01-12,122
Unaffiliated,31,2017-01-12,3371
Republican,31,2017-01-12,1722
Democratic,31,2017-01-12,4861
Unaffiliated,31,2017-02-17,3391
Libertarian,31,2017-02-17,125
Democratic,31,2017-02-17,4860
Republican,31,2017-02-17,1725
Democratic,31,2017-03-07,4858
Libertarian,31,2017-03-07,125
Unaffiliated,31,2017-03-07,3407
Republican,31,2017-03-07,1728
Republican,31,2017-04-03,1730
Libertarian,31,2017-04-03,126
Democratic,31,2017-04-03,4864
Unaffiliated,31,2017-04-03,3433
Libertarian,31,2017-05-11,128
Unaffiliated,31,2017-05-11,3442
Democratic,31,2017-05-11,4880
Republican,31,2017-05-11,1735
Republican,31,2017-06-06,1731
Unaffiliated,31,2017-06-06,3447
Democratic,31,2017-06-06,4865
Libertarian,31,2017-06-06,129
Unaffiliated,31,2017-06-23,3426
Republican,31,2017-06-23,1714
Democratic,31,2017-06-23,4829
Libertarian,31,2017-06-23,128
Republican,31,2017-08-02,1707
Democratic,31,2017-08-02,4821
Unaffiliated,31,2017-08-02,3422
Libertarian,31,2017-08-02,131
Republican,31,2017-09-01,1719
Libertarian,31,2017-09-01,131
Democratic,31,2017-09-01,4844
Unaffiliated,31,2017-09-01,3455
Unaffiliated,31,2017-10-05,3485
Republican,31,2017-10-05,1722
Libertarian,31,2017-10-05,131
Democratic,31,2017-10-05,4840
Unaffiliated,31,2017-11-02,3496
Democratic,31,2017-11-02,4849
Republican,31,2017-11-02,1724
Libertarian,31,2017-11-02,131
Unaffiliated,31,2017-12-14,3544
Republican,31,2017-12-14,1729
Democratic,31,2017-12-14,4891
Libertarian,31,2017-12-14,132
Republican,32,2014-12-22,752
Democratic,32,2014-12-22,3258
Unaffiliated,32,2014-12-22,2474
Libertarian,32,2014-12-22,37
Libertarian,32,2015-06-11,26
Republican,32,2015-06-11,629
Unaffiliated,32,2015-06-11,1937
Democratic,32,2015-06-11,2668
Unaffiliated,32,2015-09-04,1979
Republican,32,2015-09-04,639
Libertarian,32,2015-09-04,28
Democratic,32,2015-09-04,2679
Republican,32,2015-11-05,625
Unaffiliated,32,2015-11-05,1894
Democratic,32,2015-11-05,2632
Libertarian,32,2015-11-05,26
Republican,32,2015-11-19,622
Democratic,32,2015-11-19,2627
Libertarian,32,2015-11-19,27
Unaffiliated,32,2015-11-19,1906
Libertarian,32,2016-02-03,27
Republican,32,2016-02-03,632
Democratic,32,2016-02-03,2621
Unaffiliated,32,2016-02-03,1967
Democratic,32,2016-04-21,2753
Libertarian,32,2016-04-21,29
Unaffiliated,32,2016-04-21,2016
Republican,32,2016-04-21,647
Unaffiliated,32,2016-06-02,2040
Democratic,32,2016-06-02,2772
Republican,32,2016-06-02,654
Libertarian,32,2016-06-02,30
Democratic,32,2016-08-02,2875
Unaffiliated,32,2016-08-02,2076
Republican,32,2016-08-02,683
Libertarian,32,2016-08-02,34
Unaffiliated,32,2016-10-06,2077
Democratic,32,2016-10-06,2989
Republican,32,2016-10-06,722
Libertarian,32,2016-10-06,35
Republican,32,2017-01-12,718
Unaffiliated,32,2017-01-12,2168
Democratic,32,2017-01-12,2891
Libertarian,32,2017-01-12,38
Unaffiliated,32,2017-02-17,2178
Democratic,32,2017-02-17,2899
Republican,32,2017-02-17,725
Libertarian,32,2017-02-17,36
Democratic,32,2017-03-07,2899
Libertarian,32,2017-03-07,36
Republican,32,2017-03-07,726
Unaffiliated,32,2017-03-07,2194
Unaffiliated,32,2017-04-03,2215
Republican,32,2017-04-03,726
Democratic,32,2017-04-03,2896
Libertarian,32,2017-04-03,36
Unaffiliated,32,2017-05-11,2229
Republican,32,2017-05-11,728
Democratic,32,2017-05-11,2895
Libertarian,32,2017-05-11,37
Libertarian,32,2017-06-06,36
Democratic,32,2017-06-06,2888
Republican,32,2017-06-06,723
Unaffiliated,32,2017-06-06,2227
Democratic,32,2017-06-23,2889
Unaffiliated,32,2017-06-23,2213
Libertarian,32,2017-06-23,35
Republican,32,2017-06-23,718
Libertarian,32,2017-08-02,35
Republican,32,2017-08-02,718
Unaffiliated,32,2017-08-02,2219
Democratic,32,2017-08-02,2886
Libertarian,32,2017-09-01,35
Republican,32,2017-09-01,723
Unaffiliated,32,2017-09-01,2233
Democratic,32,2017-09-01,2900
Libertarian,32,2017-10-05,35
Unaffiliated,32,2017-10-05,2267
Republican,32,2017-10-05,729
Democratic,32,2017-10-05,2907
Democratic,32,2017-11-02,2908
Libertarian,32,2017-11-02,35
Republican,32,2017-11-02,732
Unaffiliated,32,2017-11-02,2267
Democratic,32,2017-12-14,2910
Unaffiliated,32,2017-12-14,2306
Libertarian,32,2017-12-14,37
Republican,32,2017-12-14,732
Republican,33,2014-12-22,3561
Unaffiliated,33,2014-12-22,4933
Libertarian,33,2014-12-22,111
Democratic,33,2014-12-22,5474
Libertarian,33,2015-06-11,102
Republican,33,2015-06-11,3314
Democratic,33,2015-06-11,4901
Unaffiliated,33,2015-06-11,4384
Democratic,33,2015-09-04,4887
Unaffiliated,33,2015-09-04,4471
Republican,33,2015-09-04,3337
Libertarian,33,2015-09-04,104
Republican,33,2015-11-05,3308
Unaffiliated,33,2015-11-05,4343
Libertarian,33,2015-11-05,105
Democratic,33,2015-11-05,4840
Republican,33,2015-11-19,3309
Democratic,33,2015-11-19,4838
Unaffiliated,33,2015-11-19,4346
Libertarian,33,2015-11-19,106
Libertarian,33,2016-02-03,107
Unaffiliated,33,2016-02-03,4446
Republican,33,2016-02-03,3348
Democratic,33,2016-02-03,4853
Libertarian,33,2016-04-21,113
Unaffiliated,33,2016-04-21,4504
Republican,33,2016-04-21,3428
Democratic,33,2016-04-21,5000
Democratic,33,2016-06-02,5023
Unaffiliated,33,2016-06-02,4524
Libertarian,33,2016-06-02,111
Republican,33,2016-06-02,3439
Democratic,33,2016-08-02,5179
Republican,33,2016-08-02,3570
Libertarian,33,2016-08-02,111
Unaffiliated,33,2016-08-02,4503
Republican,33,2016-10-06,3702
Unaffiliated,33,2016-10-06,4488
Libertarian,33,2016-10-06,116
Democratic,33,2016-10-06,5403
Democratic,33,2017-01-12,5335
Republican,33,2017-01-12,3720
Unaffiliated,33,2017-01-12,4541
Libertarian,33,2017-01-12,128
Libertarian,33,2017-02-17,130
Unaffiliated,33,2017-02-17,4574
Democratic,33,2017-02-17,5331
Republican,33,2017-02-17,3733
Unaffiliated,33,2017-03-07,4581
Democratic,33,2017-03-07,5324
Libertarian,33,2017-03-07,131
Republican,33,2017-03-07,3733
Unaffiliated,33,2017-04-03,4606
Democratic,33,2017-04-03,5316
Libertarian,33,2017-04-03,132
Republican,33,2017-04-03,3744
Republican,33,2017-05-11,3763
Libertarian,33,2017-05-11,135
Unaffiliated,33,2017-05-11,4628
Democratic,33,2017-05-11,5310
Libertarian,33,2017-06-06,136
Unaffiliated,33,2017-06-06,4660
Democratic,33,2017-06-06,5322
Republican,33,2017-06-06,3771
Republican,33,2017-06-23,3736
Democratic,33,2017-06-23,5290
Unaffiliated,33,2017-06-23,4628
Libertarian,33,2017-06-23,137
Democratic,33,2017-08-02,5278
Unaffiliated,33,2017-08-02,4638
Libertarian,33,2017-08-02,137
Republican,33,2017-08-02,3735
Republican,33,2017-09-01,3763
Libertarian,33,2017-09-01,138
Unaffiliated,33,2017-09-01,4683
Democratic,33,2017-09-01,5290
Democratic,33,2017-10-05,5289
Republican,33,2017-10-05,3767
Libertarian,33,2017-10-05,140
Unaffiliated,33,2017-10-05,4705
Unaffiliated,33,2017-11-02,4720
Democratic,33,2017-11-02,5287
Republican,33,2017-11-02,3779
Libertarian,33,2017-11-02,141
Republican,33,2017-12-14,3790
Unaffiliated,33,2017-12-14,4775
Libertarian,33,2017-12-14,136
Democratic,33,2017-12-14,5288
Republican,34,2014-12-22,901
Democratic,34,2014-12-22,7734
Unaffiliated,34,2014-12-22,3371
Libertarian,34,2014-12-22,63
Libertarian,34,2015-06-11,52
Democratic,34,2015-06-11,6667
Republican,34,2015-06-11,814
Unaffiliated,34,2015-06-11,2861
Democratic,34,2015-09-04,6680
Republican,34,2015-09-04,829
Libertarian,34,2015-09-04,52
Unaffiliated,34,2015-09-04,2925
Democratic,34,2015-11-05,6613
Libertarian,34,2015-11-05,52
Unaffiliated,34,2015-11-05,2840
Republican,34,2015-11-05,820
Republican,34,2015-11-19,827
Democratic,34,2015-11-19,6625
Libertarian,34,2015-11-19,52
Unaffiliated,34,2015-11-19,2840
Libertarian,34,2016-02-03,51
Democratic,34,2016-02-03,6621
Unaffiliated,34,2016-02-03,2905
Republican,34,2016-02-03,829
Libertarian,34,2016-04-21,53
Republican,34,2016-04-21,837
Unaffiliated,34,2016-04-21,3008
Democratic,34,2016-04-21,6721
Republican,34,2016-06-02,838
Unaffiliated,34,2016-06-02,3047
Democratic,34,2016-06-02,6745
Libertarian,34,2016-06-02,55
Libertarian,34,2016-08-02,56
Democratic,34,2016-08-02,6838
Unaffiliated,34,2016-08-02,3077
Republican,34,2016-08-02,875
Libertarian,34,2016-10-06,58
Unaffiliated,34,2016-10-06,3033
Republican,34,2016-10-06,913
Democratic,34,2016-10-06,7027
Republican,34,2017-01-12,888
Unaffiliated,34,2017-01-12,2990
Libertarian,34,2017-01-12,62
Democratic,34,2017-01-12,6712
Republican,34,2017-02-17,888
Democratic,34,2017-02-17,6726
Libertarian,34,2017-02-17,62
Unaffiliated,34,2017-02-17,3019
Democratic,34,2017-03-07,6721
Unaffiliated,34,2017-03-07,3032
Libertarian,34,2017-03-07,61
Republican,34,2017-03-07,888
Libertarian,34,2017-04-03,60
Unaffiliated,34,2017-04-03,3054
Democratic,34,2017-04-03,6709
Republican,34,2017-04-03,891
Democratic,34,2017-05-11,6704
Republican,34,2017-05-11,895
Libertarian,34,2017-05-11,62
Unaffiliated,34,2017-05-11,3073
Unaffiliated,34,2017-06-06,3095
Libertarian,34,2017-06-06,63
Democratic,34,2017-06-06,6699
Republican,34,2017-06-06,912
Democratic,34,2017-06-23,6689
Unaffiliated,34,2017-06-23,3101
Republican,34,2017-06-23,908
Libertarian,34,2017-06-23,63
Unaffiliated,34,2017-08-02,3112
Republican,34,2017-08-02,908
Democratic,34,2017-08-02,6672
Libertarian,34,2017-08-02,64
Democratic,34,2017-09-01,6685
Republican,34,2017-09-01,914
Unaffiliated,34,2017-09-01,3160
Libertarian,34,2017-09-01,64
Libertarian,34,2017-10-05,64
Unaffiliated,34,2017-10-05,3195
Democratic,34,2017-10-05,6698
Republican,34,2017-10-05,916
Libertarian,34,2017-11-02,64
Unaffiliated,34,2017-11-02,3215
Republican,34,2017-11-02,913
Democratic,34,2017-11-02,6700
Republican,34,2017-12-14,914
Unaffiliated,34,2017-12-14,3281
Libertarian,34,2017-12-14,66
Democratic,34,2017-12-14,6676
Unaffiliated,35,2014-12-22,3503
Libertarian,35,2014-12-22,60
Republican,35,2014-12-22,1084
Democratic,35,2014-12-22,8377
Unaffiliated,35,2015-06-11,2890
Democratic,35,2015-06-11,7186
Libertarian,35,2015-06-11,50
Republican,35,2015-06-11,952
Republican,35,2015-09-04,953
Unaffiliated,35,2015-09-04,2958
Libertarian,35,2015-09-04,50
Democratic,35,2015-09-04,7158
Libertarian,35,2015-11-05,48
Democratic,35,2015-11-05,7088
Unaffiliated,35,2015-11-05,2862
Republican,35,2015-11-05,945
Libertarian,35,2015-11-19,47
Unaffiliated,35,2015-11-19,2873
Republican,35,2015-11-19,944
Democratic,35,2015-11-19,7085
Republican,35,2016-02-03,957
Libertarian,35,2016-02-03,49
Unaffiliated,35,2016-02-03,2951
Democratic,35,2016-02-03,7073
Republican,35,2016-04-21,962
Unaffiliated,35,2016-04-21,3049
Democratic,35,2016-04-21,7181
Libertarian,35,2016-04-21,52
Democratic,35,2016-06-02,7199
Libertarian,35,2016-06-02,55
Unaffiliated,35,2016-06-02,3076
Republican,35,2016-06-02,962
Democratic,35,2016-08-02,7299
Unaffiliated,35,2016-08-02,3097
Libertarian,35,2016-08-02,57
Republican,35,2016-08-02,993
Unaffiliated,35,2016-10-06,3008
Democratic,35,2016-10-06,7506
Republican,35,2016-10-06,1034
Libertarian,35,2016-10-06,64
Libertarian,35,2017-01-12,65
Republican,35,2017-01-12,1016
Unaffiliated,35,2017-01-12,3041
Democratic,35,2017-01-12,7233
Libertarian,35,2017-02-17,65
Democratic,35,2017-02-17,7216
Republican,35,2017-02-17,1017
Unaffiliated,35,2017-02-17,3070
Unaffiliated,35,2017-03-07,3086
Democratic,35,2017-03-07,7216
Libertarian,35,2017-03-07,65
Republican,35,2017-03-07,1019
Libertarian,35,2017-04-03,64
Republican,35,2017-04-03,1025
Unaffiliated,35,2017-04-03,3119
Democratic,35,2017-04-03,7208
Libertarian,35,2017-05-11,64
Republican,35,2017-05-11,1024
Unaffiliated,35,2017-05-11,3131
Democratic,35,2017-05-11,7199
Libertarian,35,2017-06-06,64
Republican,35,2017-06-06,1020
Democratic,35,2017-06-06,7195
Unaffiliated,35,2017-06-06,3190
Republican,35,2017-06-23,1013
Unaffiliated,35,2017-06-23,3196
Democratic,35,2017-06-23,7183
Libertarian,35,2017-06-23,64
Libertarian,35,2017-08-02,64
Republican,35,2017-08-02,1018
Unaffiliated,35,2017-08-02,3203
Democratic,35,2017-08-02,7172
Libertarian,35,2017-09-01,65
Republican,35,2017-09-01,1029
Unaffiliated,35,2017-09-01,3230
Democratic,35,2017-09-01,7160
Democratic,35,2017-10-05,7152
Libertarian,35,2017-10-05,64
Unaffiliated,35,2017-10-05,3258
Republican,35,2017-10-05,1030
Republican,35,2017-11-02,1030
Libertarian,35,2017-11-02,64
Unaffiliated,35,2017-11-02,3273
Democratic,35,2017-11-02,7136
Libertarian,35,2017-12-14,67
Republican,35,2017-12-14,1038
Democratic,35,2017-12-14,7113
Unaffiliated,35,2017-12-14,3317
Republican,36,2014-12-22,3727
Democratic,36,2014-12-22,7852
Unaffiliated,36,2014-12-22,4325
Libertarian,36,2014-12-22,62
Unaffiliated,36,2015-06-11,3915
Democratic,36,2015-06-11,7286
Republican,36,2015-06-11,3549
Libertarian,36,2015-06-11,67
Libertarian,36,2015-09-04,70
Democratic,36,2015-09-04,7288
Republican,36,2015-09-04,3556
Unaffiliated,36,2015-09-04,3972
Unaffiliated,36,2015-11-05,3925
Republican,36,2015-11-05,3528
Libertarian,36,2015-11-05,68
Democratic,36,2015-11-05,7241
Libertarian,36,2015-11-19,68
Democratic,36,2015-11-19,7241
Republican,36,2015-11-19,3528
Unaffiliated,36,2015-11-19,3937
Democratic,36,2016-02-03,7254
Republican,36,2016-02-03,3558
Unaffiliated,36,2016-02-03,4006
Libertarian,36,2016-02-03,70
Republican,36,2016-04-21,3585
Libertarian,36,2016-04-21,77
Unaffiliated,36,2016-04-21,4061
Democratic,36,2016-04-21,7385
Democratic,36,2016-06-02,7369
Unaffiliated,36,2016-06-02,4091
Libertarian,36,2016-06-02,78
Republican,36,2016-06-02,3579
Libertarian,36,2016-08-02,80
Unaffiliated,36,2016-08-02,4009
Republican,36,2016-08-02,3698
Democratic,36,2016-08-02,7551
Unaffiliated,36,2016-10-06,3863
Libertarian,36,2016-10-06,87
Republican,36,2016-10-06,3846
Democratic,36,2016-10-06,7852
Republican,36,2017-01-12,3833
Unaffiliated,36,2017-01-12,3917
Libertarian,36,2017-01-12,93
Democratic,36,2017-01-12,7690
Unaffiliated,36,2017-02-17,3961
Libertarian,36,2017-02-17,94
Democratic,36,2017-02-17,7685
Republican,36,2017-02-17,3837
Democratic,36,2017-03-07,7682
Republican,36,2017-03-07,3841
Libertarian,36,2017-03-07,94
Unaffiliated,36,2017-03-07,3982
Republican,36,2017-04-03,3846
Democratic,36,2017-04-03,7693
Libertarian,36,2017-04-03,93
Unaffiliated,36,2017-04-03,4007
Unaffiliated,36,2017-05-11,4041
Libertarian,36,2017-05-11,94
Republican,36,2017-05-11,3849
Democratic,36,2017-05-11,7707
Unaffiliated,36,2017-06-06,4069
Democratic,36,2017-06-06,7737
Republican,36,2017-06-06,3857
Libertarian,36,2017-06-06,92
Unaffiliated,36,2017-06-23,4060
Libertarian,36,2017-06-23,94
Democratic,36,2017-06-23,7717
Republican,36,2017-06-23,3828
Libertarian,36,2017-08-02,93
Democratic,36,2017-08-02,7716
Unaffiliated,36,2017-08-02,4083
Republican,36,2017-08-02,3836
Unaffiliated,36,2017-09-01,4151
Libertarian,36,2017-09-01,95
Democratic,36,2017-09-01,7735
Republican,36,2017-09-01,3856
Libertarian,36,2017-10-05,95
Republican,36,2017-10-05,3861
Unaffiliated,36,2017-10-05,4204
Democratic,36,2017-10-05,7735
Unaffiliated,36,2017-11-02,4219
Democratic,36,2017-11-02,7722
Libertarian,36,2017-11-02,94
Republican,36,2017-11-02,3861
Democratic,36,2017-12-14,7721
Republican,36,2017-12-14,3880
Libertarian,36,2017-12-14,94
Unaffiliated,36,2017-12-14,4310
Democratic,37,2014-12-22,4929
Libertarian,37,2014-12-22,86
Unaffiliated,37,2014-12-22,4139
Republican,37,2014-12-22,1949
Libertarian,37,2015-06-11,75
Unaffiliated,37,2015-06-11,3402
Republican,37,2015-06-11,1752
Democratic,37,2015-06-11,4188
Libertarian,37,2015-09-04,75
Unaffiliated,37,2015-09-04,3463
Democratic,37,2015-09-04,4199
Republican,37,2015-09-04,1754
Unaffiliated,37,2015-11-05,3363
Democratic,37,2015-11-05,4136
Libertarian,37,2015-11-05,69
Republican,37,2015-11-05,1737
Libertarian,37,2015-11-19,68
Democratic,37,2015-11-19,4131
Republican,37,2015-11-19,1727
Unaffiliated,37,2015-11-19,3362
Republican,37,2016-02-03,1755
Unaffiliated,37,2016-02-03,3448
Libertarian,37,2016-02-03,66
Democratic,37,2016-02-03,4135
Libertarian,37,2016-04-21,66
Democratic,37,2016-04-21,4306
Republican,37,2016-04-21,1785
Unaffiliated,37,2016-04-21,3517
Libertarian,37,2016-06-02,67
Unaffiliated,37,2016-06-02,3544
Democratic,37,2016-06-02,4329
Republican,37,2016-06-02,1794
Unaffiliated,37,2016-08-02,3565
Libertarian,37,2016-08-02,68
Republican,37,2016-08-02,1862
Democratic,37,2016-08-02,4455
Libertarian,37,2016-10-06,74
Democratic,37,2016-10-06,4560
Republican,37,2016-10-06,1909
Unaffiliated,37,2016-10-06,3570
Republican,37,2017-01-12,1914
Unaffiliated,37,2017-01-12,3563
Democratic,37,2017-01-12,4434
Libertarian,37,2017-01-12,78
Libertarian,37,2017-02-17,78
Democratic,37,2017-02-17,4445
Unaffiliated,37,2017-02-17,3591
Republican,37,2017-02-17,1917
Democratic,37,2017-03-07,4441
Unaffiliated,37,2017-03-07,3604
Libertarian,37,2017-03-07,79
Republican,37,2017-03-07,1921
Republican,37,2017-04-03,1923
Democratic,37,2017-04-03,4451
Libertarian,37,2017-04-03,77
Unaffiliated,37,2017-04-03,3625
Libertarian,37,2017-05-11,76
Republican,37,2017-05-11,1929
Democratic,37,2017-05-11,4451
Unaffiliated,37,2017-05-11,3637
Libertarian,37,2017-06-06,77
Unaffiliated,37,2017-06-06,3654
Republican,37,2017-06-06,1929
Democratic,37,2017-06-06,4470
Unaffiliated,37,2017-06-23,3648
Libertarian,37,2017-06-23,77
Republican,37,2017-06-23,1912
Democratic,37,2017-06-23,4444
Unaffiliated,37,2017-08-02,3644
Libertarian,37,2017-08-02,78
Democratic,37,2017-08-02,4449
Republican,37,2017-08-02,1911
Unaffiliated,37,2017-09-01,3691
Libertarian,37,2017-09-01,78
Republican,37,2017-09-01,1909
Democratic,37,2017-09-01,4473
Libertarian,37,2017-10-05,78
Democratic,37,2017-10-05,4455
Unaffiliated,37,2017-10-05,3706
Republican,37,2017-10-05,1918
Unaffiliated,37,2017-11-02,3706
Democratic,37,2017-11-02,4446
Libertarian,37,2017-11-02,79
Republican,37,2017-11-02,1915
Libertarian,37,2017-12-14,80
Democratic,37,2017-12-14,4455
Republican,37,2017-12-14,1916
Unaffiliated,37,2017-12-14,3748
Republican,38,2014-12-22,7120
Democratic,38,2014-12-22,3796
Libertarian,38,2014-12-22,143
Unaffiliated,38,2014-12-22,5293
Unaffiliated,38,2015-06-11,5443
Libertarian,38,2015-06-11,148
Democratic,38,2015-06-11,3773
Republican,38,2015-06-11,7126
Libertarian,38,2015-09-04,148
Unaffiliated,38,2015-09-04,5505
Republican,38,2015-09-04,7148
Democratic,38,2015-09-04,3770
Libertarian,38,2015-11-05,151
Democratic,38,2015-11-05,3771
Unaffiliated,38,2015-11-05,5545
Republican,38,2015-11-05,7182
Libertarian,38,2015-11-19,149
Republican,38,2015-11-19,7197
Democratic,38,2015-11-19,3759
Unaffiliated,38,2015-11-19,5513
Republican,38,2016-02-03,7217
Unaffiliated,38,2016-02-03,5552
Libertarian,38,2016-02-03,149
Democratic,38,2016-02-03,3779
Libertarian,38,2016-04-21,141
Democratic,38,2016-04-21,3891
Unaffiliated,38,2016-04-21,5530
Republican,38,2016-04-21,7313
Unaffiliated,38,2016-06-02,5551
Democratic,38,2016-06-02,3900
Libertarian,38,2016-06-02,141
Republican,38,2016-06-02,7348
Unaffiliated,38,2016-08-02,5588
Republican,38,2016-08-02,7470
Libertarian,38,2016-08-02,148
Democratic,38,2016-08-02,3939
Democratic,38,2016-10-06,4012
Libertarian,38,2016-10-06,157
Unaffiliated,38,2016-10-06,5359
Republican,38,2016-10-06,7855
Unaffiliated,38,2017-01-12,5513
Republican,38,2017-01-12,7918
Democratic,38,2017-01-12,3979
Libertarian,38,2017-01-12,162
Democratic,38,2017-02-17,3939
Unaffiliated,38,2017-02-17,5466
Republican,38,2017-02-17,7885
Libertarian,38,2017-02-17,162
Unaffiliated,38,2017-03-07,5442
Republican,38,2017-03-07,7855
Democratic,38,2017-03-07,3929
Libertarian,38,2017-03-07,161
Libertarian,38,2017-04-03,158
Unaffiliated,38,2017-04-03,5356
Republican,38,2017-04-03,7806
Democratic,38,2017-04-03,3855
Libertarian,38,2017-05-11,156
Unaffiliated,38,2017-05-11,5212
Democratic,38,2017-05-11,3776
Republican,38,2017-05-11,7706
Unaffiliated,38,2017-06-06,5231
Democratic,38,2017-06-06,3772
Republican,38,2017-06-06,7707
Libertarian,38,2017-06-06,154
Unaffiliated,38,2017-06-23,5129
Democratic,38,2017-06-23,3728
Libertarian,38,2017-06-23,152
Republican,38,2017-06-23,7638
Libertarian,38,2017-08-02,152
Democratic,38,2017-08-02,3713
Republican,38,2017-08-02,7627
Unaffiliated,38,2017-08-02,5111
Republican,38,2017-09-01,7632
Democratic,38,2017-09-01,3699
Libertarian,38,2017-09-01,153
Unaffiliated,38,2017-09-01,5108
Unaffiliated,38,2017-10-05,5023
Libertarian,38,2017-10-05,154
Democratic,38,2017-10-05,3640
Republican,38,2017-10-05,7487
Democratic,38,2017-11-02,3627
Unaffiliated,38,2017-11-02,5024
Libertarian,38,2017-11-02,151
Republican,38,2017-11-02,7476
Unaffiliated,38,2017-12-14,5051
Democratic,38,2017-12-14,3623
Libertarian,38,2017-12-14,153
Republican,38,2017-12-14,7499
Libertarian,39,2014-12-22,118
Republican,39,2014-12-22,7105
Democratic,39,2014-12-22,3189
Unaffiliated,39,2014-12-22,4683
Democratic,39,2015-06-11,3214
