desc_party,county,date,count
Libertarian,Marshall,2016-04-21,20
Republican,Marshall,2016-04-21,3211
Unaffiliated,Marshall,2016-04-21,1643
Democratic,McPherson,2016-04-21,2679
Libertarian,McPherson,2016-04-21,121
Republican,McPherson,2016-04-21,9548
Unaffiliated,McPherson,2016-04-21,3951
Democratic,Meade,2016-04-21,373
Libertarian,Meade,2016-04-21,18
Republican,Meade,2016-04-21,2128
Unaffiliated,Meade,2016-04-21,664
Democratic,Miami,2016-04-21,4395
Libertarian,Miami,2016-04-21,167
Republican,Miami,2016-04-21,10226
Unaffiliated,Miami,2016-04-21,6594
Democratic,Mitchell,2016-04-21,644
Libertarian,Mitchell,2016-04-21,9
Republican,Mitchell,2016-04-21,2557
Unaffiliated,Mitchell,2016-04-21,904
Democratic,Montgomery,2016-04-21,4445
Libertarian,Montgomery,2016-04-21,142
Republican,Montgomery,2016-04-21,9911
Unaffiliated,Montgomery,2016-04-21,4473
Democratic,Morris,2016-04-21,720
Libertarian,Morris,2016-04-21,31
Republican,Morris,2016-04-21,2097
Unaffiliated,Morris,2016-04-21,957
Democratic,Morton,2016-04-21,269
Libertarian,Morton,2016-04-21,11
Republican,Morton,2016-04-21,1334
Unaffiliated,Morton,2016-04-21,330
Democratic,Nemaha,2016-04-21,1569
Libertarian,Nemaha,2016-04-21,32
Republican,Nemaha,2016-04-21,3748
Unaffiliated,Nemaha,2016-04-21,1832
Democratic,Neosho,2016-04-21,2338
Libertarian,Neosho,2016-04-21,101
Republican,Neosho,2016-04-21,5121
Unaffiliated,Neosho,2016-04-21,3738
Democratic,Ness,2016-04-21,305
Libertarian,Ness,2016-04-21,7
Republican,Ness,2016-04-21,1300
Unaffiliated,Ness,2016-04-21,339
Democratic,Norton,2016-04-21,415
Libertarian,Norton,2016-04-21,12
Republican,Norton,2016-04-21,2111
Unaffiliated,Norton,2016-04-21,748
Democratic,Osage,2016-04-21,2251
Libertarian,Osage,2016-04-21,87
Republican,Osage,2016-04-21,5164
Unaffiliated,Osage,2016-04-21,3251
Democratic,Osborne,2016-04-21,468
Libertarian,Osborne,2016-04-21,11
Republican,Osborne,2016-04-21,1602
Unaffiliated,Osborne,2016-04-21,654
Democratic,Ottawa,2016-04-21,510
Libertarian,Ottawa,2016-04-21,37
Republican,Ottawa,2016-04-21,2672
Unaffiliated,Ottawa,2016-04-21,1099
Democratic,Pawnee,2016-04-21,763
Libertarian,Pawnee,2016-04-21,20
Republican,Pawnee,2016-04-21,2240
Unaffiliated,Pawnee,2016-04-21,960
Democratic,Phillips,2016-04-21,353
Libertarian,Phillips,2016-04-21,13
Republican,Phillips,2016-04-21,2600
Unaffiliated,Phillips,2016-04-21,629
Democratic,Pottawatomie,2016-04-21,1928
Libertarian,Pottawatomie,2016-04-21,90
Republican,Pottawatomie,2016-04-21,8128
Unaffiliated,Pottawatomie,2016-04-21,3381
Democratic,Pratt,2016-04-21,977
Libertarian,Pratt,2016-04-21,40
Republican,Pratt,2016-04-21,3477
Unaffiliated,Pratt,2016-04-21,1184
Democratic,Rawlins,2016-04-21,240
Libertarian,Rawlins,2016-04-21,11
Republican,Rawlins,2016-04-21,1453
Unaffiliated,Rawlins,2016-04-21,363
Democratic,Reno,2016-04-21,9311
Libertarian,Reno,2016-04-21,304
Republican,Reno,2016-04-21,18392
Unaffiliated,Reno,2016-04-21,12337
Democratic,Republic,2016-04-21,506
Libertarian,Republic,2016-04-21,13
Republican,Republic,2016-04-21,2476
Unaffiliated,Republic,2016-04-21,673
Democratic,Rice,2016-04-21,1013
Libertarian,Rice,2016-04-21,51
Republican,Rice,2016-04-21,3270
Unaffiliated,Rice,2016-04-21,1591
Democratic,Riley,2016-04-21,7775
Libertarian,Riley,2016-04-21,328
Republican,Riley,2016-04-21,13634
Unaffiliated,Riley,2016-04-21,10051
Democratic,Rooks,2016-04-21,373
Libertarian,Rooks,2016-04-21,6
Republican,Rooks,2016-04-21,2372
Unaffiliated,Rooks,2016-04-21,606
Democratic,Rush,2016-04-21,360
Libertarian,Rush,2016-04-21,6
Republican,Rush,2016-04-21,1341
Unaffiliated,Rush,2016-04-21,411
Democratic,Russell,2016-04-21,665
Libertarian,Russell,2016-04-21,20
Republican,Russell,2016-04-21,2876
Unaffiliated,Russell,2016-04-21,814
Democratic,Saline,2016-04-21,6641
Libertarian,Saline,2016-04-21,309
Republican,Saline,2016-04-21,15524
Unaffiliated,Saline,2016-04-21,11869
Democratic,Scott,2016-04-21,296
Libertarian,Scott,2016-04-21,10
Republican,Scott,2016-04-21,2238
Unaffiliated,Scott,2016-04-21,702
Democratic,Sedgwick,2016-04-21,68714
Libertarian,Sedgwick,2016-04-21,2141
Republican,Sedgwick,2016-04-21,110779
Unaffiliated,Sedgwick,2016-04-21,99288
Democratic,Seward,2016-04-21,2042
Libertarian,Seward,2016-04-21,90
Republican,Seward,2016-04-21,4791
Unaffiliated,Seward,2016-04-21,3254
Democratic,Shawnee,2016-04-21,33493
Libertarian,Shawnee,2016-04-21,760
Republican,Shawnee,2016-04-21,40210
Unaffiliated,Shawnee,2016-04-21,31576
Democratic,Sheridan,2016-04-21,303
Libertarian,Sheridan,2016-04-21,4
Republican,Sheridan,2016-04-21,1110
Unaffiliated,Sheridan,2016-04-21,386
Democratic,Sherman,2016-04-21,519
Libertarian,Sherman,2016-04-21,26
Republican,Sherman,2016-04-21,2389
Unaffiliated,Sherman,2016-04-21,865
Democratic,Smith,2016-04-21,411
Libertarian,Smith,2016-04-21,4
Republican,Smith,2016-04-21,2046
Unaffiliated,Smith,2016-04-21,443
Democratic,Stafford,2016-04-21,377
Libertarian,Stafford,2016-04-21,19
Republican,Stafford,2016-04-21,1688
Unaffiliated,Stafford,2016-04-21,513
Democratic,Stanton,2016-04-21,201
Libertarian,Stanton,2016-04-21,17
Republican,Stanton,2016-04-21,775
Unaffiliated,Stanton,2016-04-21,220
Democratic,Stevens,2016-04-21,302
Libertarian,Stevens,2016-04-21,17
Republican,Stevens,2016-04-21,2182
Unaffiliated,Stevens,2016-04-21,416
Democratic,Sumner,2016-04-21,3390
Libertarian,Sumner,2016-04-21,140
Republican,Sumner,2016-04-21,7534
Unaffiliated,Sumner,2016-04-21,5160
Democratic,Thomas,2016-04-21,598
Libertarian,Thomas,2016-04-21,30
Republican,Thomas,2016-04-21,3078
Unaffiliated,Thomas,2016-04-21,1171
Democratic,Trego,2016-04-21,407
Libertarian,Trego,2016-04-21,15
Republican,Trego,2016-04-21,1206
Unaffiliated,Trego,2016-04-21,524
Democratic,Wabaunsee,2016-04-21,770
Libertarian,Wabaunsee,2016-04-21,27
Republican,Wabaunsee,2016-04-21,2783
Unaffiliated,Wabaunsee,2016-04-21,1069
Democratic,Wallace,2016-04-21,71
Libertarian,Wallace,2016-04-21,1
Republican,Wallace,2016-04-21,832
Unaffiliated,Wallace,2016-04-21,112
Democratic,Washington,2016-04-21,291
Libertarian,Washington,2016-04-21,10
Republican,Washington,2016-04-21,2623
Unaffiliated,Washington,2016-04-21,324
Democratic,Wichita,2016-04-21,161
Libertarian,Wichita,2016-04-21,8
Republican,Wichita,2016-04-21,851
Unaffiliated,Wichita,2016-04-21,381
Democratic,Wilson,2016-04-21,688
Libertarian,Wilson,2016-04-21,36
Republican,Wilson,2016-04-21,3128
Unaffiliated,Wilson,2016-04-21,985
Democratic,Woodson,2016-04-21,351
Libertarian,Woodson,2016-04-21,14
Republican,Woodson,2016-04-21,1334
Unaffiliated,Woodson,2016-04-21,490
Democratic,Wyandotte,2016-04-21,38011
Libertarian,Wyandotte,2016-04-21,498
Republican,Wyandotte,2016-04-21,12823
Unaffiliated,Wyandotte,2016-04-21,23621
Democratic,Allen,2016-06-02,1588
Libertarian,Allen,2016-06-02,57
Republican,Allen,2016-06-02,3991
Unaffiliated,Allen,2016-06-02,2719
Democratic,Anderson,2016-06-02,1220
Libertarian,Anderson,2016-06-02,48
Republican,Anderson,2016-06-02,2131
Unaffiliated,Anderson,2016-06-02,1889
Democratic,Atchison,2016-06-02,3174
Libertarian,Atchison,2016-06-02,51
Republican,Atchison,2016-06-02,3750
Unaffiliated,Atchison,2016-06-02,3962
Democratic,Barber,2016-06-02,435
Libertarian,Barber,2016-06-02,11
Republican,Barber,2016-06-02,2025
Unaffiliated,Barber,2016-06-02,423
Democratic,Barton,2016-06-02,2938
Libertarian,Barton,2016-06-02,92
Republican,Barton,2016-06-02,9428
Unaffiliated,Barton,2016-06-02,4656
Democratic,Bourbon,2016-06-02,2816
Libertarian,Bourbon,2016-06-02,65
Republican,Bourbon,2016-06-02,4761
Unaffiliated,Bourbon,2016-06-02,3787
Democratic,Brown,2016-06-02,1060
Libertarian,Brown,2016-06-02,35
Republican,Brown,2016-06-02,3373
Unaffiliated,Brown,2016-06-02,1496
Democratic,Butler,2016-06-02,7311
Libertarian,Butler,2016-06-02,289
Republican,Butler,2016-06-02,20500
Unaffiliated,Butler,2016-06-02,12605
Democratic,Chase,2016-06-02,281
Libertarian,Chase,2016-06-02,12
Republican,Chase,2016-06-02,1165
Unaffiliated,Chase,2016-06-02,352
Democratic,Chautauqua,2016-06-02,259
Libertarian,Chautauqua,2016-06-02,15
Republican,Chautauqua,2016-06-02,1585
Unaffiliated,Chautauqua,2016-06-02,440
Democratic,Cherokee,2016-06-02,4721
Libertarian,Cherokee,2016-06-02,130
Republican,Cherokee,2016-06-02,6056
Unaffiliated,Cherokee,2016-06-02,5692
Democratic,Cheyenne,2016-06-02,227
Libertarian,Cheyenne,2016-06-02,8
Republican,Cheyenne,2016-06-02,1383
Unaffiliated,Cheyenne,2016-06-02,246
Democratic,Clark,2016-06-02,237
Libertarian,Clark,2016-06-02,7
Republican,Clark,2016-06-02,936
Unaffiliated,Clark,2016-06-02,264
Democratic,Clay,2016-06-02,591
Libertarian,Clay,2016-06-02,43
Republican,Clay,2016-06-02,3732
Unaffiliated,Clay,2016-06-02,1299
Democratic,Cloud,2016-06-02,1028
Libertarian,Cloud,2016-06-02,38
Republican,Cloud,2016-06-02,3431
Unaffiliated,Cloud,2016-06-02,1412
Democratic,Coffey,2016-06-02,935
Libertarian,Coffey,2016-06-02,38
Republican,Coffey,2016-06-02,3582
Unaffiliated,Coffey,2016-06-02,1487
Democratic,Comanche,2016-06-02,164
Libertarian,Comanche,2016-06-02,3
Republican,Comanche,2016-06-02,823
Unaffiliated,Comanche,2016-06-02,144
Democratic,Cowley,2016-06-02,4825
Libertarian,Cowley,2016-06-02,113
Republican,Cowley,2016-06-02,9087
Unaffiliated,Cowley,2016-06-02,5575
Democratic,Crawford,2016-06-02,7984
Libertarian,Crawford,2016-06-02,170
Republican,Crawford,2016-06-02,7634
Unaffiliated,Crawford,2016-06-02,8470
Democratic,Decatur,2016-06-02,286
Libertarian,Decatur,2016-06-02,10
Republican,Decatur,2016-06-02,1345
Unaffiliated,Decatur,2016-06-02,406
Democratic,Dickinson,2016-06-02,1898
Libertarian,Dickinson,2016-06-02,97
Republican,Dickinson,2016-06-02,7235
Unaffiliated,Dickinson,2016-06-02,3445
Democratic,Doniphan,2016-06-02,764
Libertarian,Doniphan,2016-06-02,25
Republican,Doniphan,2016-06-02,2835
Unaffiliated,Doniphan,2016-06-02,1217
Democratic,Douglas,2016-06-02,28783
Libertarian,Douglas,2016-06-02,846
Republican,Douglas,2016-06-02,21436
Unaffiliated,Douglas,2016-06-02,27226
Democratic,Edwards,2016-06-02,302
Libertarian,Edwards,2016-06-02,12
Republican,Edwards,2016-06-02,1200
Unaffiliated,Edwards,2016-06-02,375
Democratic,Elk,2016-06-02,359
Libertarian,Elk,2016-06-02,6
Republican,Elk,2016-06-02,1110
Unaffiliated,Elk,2016-06-02,306
Democratic,Ellis,2016-06-02,4403
Libertarian,Ellis,2016-06-02,171
Republican,Ellis,2016-06-02,8232
Unaffiliated,Ellis,2016-06-02,5024
Democratic,Ellsworth,2016-06-02,853
Libertarian,Ellsworth,2016-06-02,17
Republican,Ellsworth,2016-06-02,2245
Unaffiliated,Ellsworth,2016-06-02,971
Democratic,Finney,2016-06-02,3720
Libertarian,Finney,2016-06-02,114
Republican,Finney,2016-06-02,7901
Unaffiliated,Finney,2016-06-02,6416
Democratic,Ford,2016-06-02,3520
Libertarian,Ford,2016-06-02,129
Republican,Ford,2016-06-02,6351
Unaffiliated,Ford,2016-06-02,5360
Democratic,Franklin,2016-06-02,3646
Libertarian,Franklin,2016-06-02,145
Republican,Franklin,2016-06-02,8663
Unaffiliated,Franklin,2016-06-02,5087
Democratic,Geary,2016-06-02,4165
Libertarian,Geary,2016-06-02,96
Republican,Geary,2016-06-02,5324
Unaffiliated,Geary,2016-06-02,4917
Democratic,Gove,2016-06-02,301
Libertarian,Gove,2016-06-02,2
Republican,Gove,2016-06-02,1246
Unaffiliated,Gove,2016-06-02,347
Democratic,Graham,2016-06-02,232
Libertarian,Graham,2016-06-02,10
Republican,Graham,2016-06-02,1277
Unaffiliated,Graham,2016-06-02,265
Democratic,Grant,2016-06-02,469
Libertarian,Grant,2016-06-02,25
Republican,Grant,2016-06-02,2113
Unaffiliated,Grant,2016-06-02,735
Democratic,Gray,2016-06-02,464
Libertarian,Gray,2016-06-02,29
Republican,Gray,2016-06-02,1729
Unaffiliated,Gray,2016-06-02,726
Democratic,Greeley,2016-06-02,55
Libertarian,Greeley,2016-06-02,1
Republican,Greeley,2016-06-02,680
Unaffiliated,Greeley,2016-06-02,101
Democratic,Greenwood,2016-06-02,584
Libertarian,Greenwood,2016-06-02,13
Republican,Greenwood,2016-06-02,2414
Unaffiliated,Greenwood,2016-06-02,1753
Democratic,Hamilton,2016-06-02,147
Libertarian,Hamilton,2016-06-02,5
Republican,Hamilton,2016-06-02,857
Unaffiliated,Hamilton,2016-06-02,245
Democratic,Harper,2016-06-02,696
Libertarian,Harper,2016-06-02,24
Republican,Harper,2016-06-02,2392
Unaffiliated,Harper,2016-06-02,1025
Democratic,Harvey,2016-06-02,4346
Libertarian,Harvey,2016-06-02,128
Republican,Harvey,2016-06-02,10554
Unaffiliated,Harvey,2016-06-02,6067
Democratic,Haskell,2016-06-02,275
Libertarian,Haskell,2016-06-02,5
Republican,Haskell,2016-06-02,1467
Unaffiliated,Haskell,2016-06-02,591
Democratic,Hodgeman,2016-06-02,194
Libertarian,Hodgeman,2016-06-02,1
Republican,Hodgeman,2016-06-02,993
Unaffiliated,Hodgeman,2016-06-02,222
Democratic,Jackson,2016-06-02,1849
Libertarian,Jackson,2016-06-02,42
Republican,Jackson,2016-06-02,4001
Unaffiliated,Jackson,2016-06-02,2387
Democratic,Jefferson,2016-06-02,2838
Libertarian,Jefferson,2016-06-02,83
Republican,Jefferson,2016-06-02,5769
Unaffiliated,Jefferson,2016-06-02,4290
Democratic,Jewell,2016-06-02,247
Libertarian,Jewell,2016-06-02,11
Republican,Jewell,2016-06-02,1402
Unaffiliated,Jewell,2016-06-02,469
Democratic,Johnson,2016-06-02,92216
Libertarian,Johnson,2016-06-02,3561
Republican,Johnson,2016-06-02,175689
Unaffiliated,Johnson,2016-06-02,117305
Democratic,Kearny,2016-06-02,273
Libertarian,Kearny,2016-06-02,5
Republican,Kearny,2016-06-02,1294
Unaffiliated,Kearny,2016-06-02,498
Democratic,Kingman,2016-06-02,879
Libertarian,Kingman,2016-06-02,24
Republican,Kingman,2016-06-02,2900
Unaffiliated,Kingman,2016-06-02,1384
Democratic,Kiowa,2016-06-02,176
Libertarian,Kiowa,2016-06-02,3
Republican,Kiowa,2016-06-02,1118
Unaffiliated,Kiowa,2016-06-02,223
Democratic,Labette,2016-06-02,3875
Libertarian,Labette,2016-06-02,119
Republican,Labette,2016-06-02,5688
Unaffiliated,Labette,2016-06-02,6299
Democratic,Lane,2016-06-02,159
Libertarian,Lane,2016-06-02,10
Republican,Lane,2016-06-02,949
Unaffiliated,Lane,2016-06-02,203
Democratic,Leavenworth,2016-06-02,12683
Libertarian,Leavenworth,2016-06-02,380
Republican,Leavenworth,2016-06-02,18325
Unaffiliated,Leavenworth,2016-06-02,17335
Democratic,Lincoln,2016-06-02,253
Libertarian,Lincoln,2016-06-02,24
Republican,Lincoln,2016-06-02,1412
Unaffiliated,Lincoln,2016-06-02,469
Democratic,Linn,2016-06-02,1203
Libertarian,Linn,2016-06-02,46
Republican,Linn,2016-06-02,3624
Unaffiliated,Linn,2016-06-02,1761
Democratic,Logan,2016-06-02,208
Libertarian,Logan,2016-06-02,7
Republican,Logan,2016-06-02,1312
Unaffiliated,Logan,2016-06-02,288
Democratic,Lyon,2016-06-02,4818
Libertarian,Lyon,2016-06-02,163
Republican,Lyon,2016-06-02,7523
Unaffiliated,Lyon,2016-06-02,6894
Democratic,Marion,2016-06-02,1144
Libertarian,Marion,2016-06-02,42
Republican,Marion,2016-06-02,4695
Unaffiliated,Marion,2016-06-02,1896
Democratic,Marshall,2016-06-02,1464
Libertarian,Marshall,2016-06-02,21
Republican,Marshall,2016-06-02,3201
Unaffiliated,Marshall,2016-06-02,1645
Democratic,McPherson,2016-06-02,2655
Libertarian,McPherson,2016-06-02,123
Republican,McPherson,2016-06-02,9544
Unaffiliated,McPherson,2016-06-02,3965
Democratic,Meade,2016-06-02,372
Libertarian,Meade,2016-06-02,18
Republican,Meade,2016-06-02,2129
Unaffiliated,Meade,2016-06-02,670
Democratic,Miami,2016-06-02,4398
Libertarian,Miami,2016-06-02,168
Republican,Miami,2016-06-02,10241
Unaffiliated,Miami,2016-06-02,6659
Democratic,Mitchell,2016-06-02,631
Libertarian,Mitchell,2016-06-02,9
Republican,Mitchell,2016-06-02,2548
Unaffiliated,Mitchell,2016-06-02,900
Democratic,Montgomery,2016-06-02,4422
Libertarian,Montgomery,2016-06-02,144
Republican,Montgomery,2016-06-02,9909
Unaffiliated,Montgomery,2016-06-02,4481
Democratic,Morris,2016-06-02,712
Libertarian,Morris,2016-06-02,29
Republican,Morris,2016-06-02,2077
Unaffiliated,Morris,2016-06-02,958
Democratic,Morton,2016-06-02,267
Libertarian,Morton,2016-06-02,12
Republican,Morton,2016-06-02,1313
Unaffiliated,Morton,2016-06-02,331
Democratic,Nemaha,2016-06-02,1555
Libertarian,Nemaha,2016-06-02,34
Republican,Nemaha,2016-06-02,3754
Unaffiliated,Nemaha,2016-06-02,1835
Democratic,Neosho,2016-06-02,2327
Libertarian,Neosho,2016-06-02,100
Republican,Neosho,2016-06-02,5109
Unaffiliated,Neosho,2016-06-02,3760
Democratic,Ness,2016-06-02,296
Libertarian,Ness,2016-06-02,9
Republican,Ness,2016-06-02,1307
Unaffiliated,Ness,2016-06-02,337
Democratic,Norton,2016-06-02,412
Libertarian,Norton,2016-06-02,12
Republican,Norton,2016-06-02,2096
Unaffiliated,Norton,2016-06-02,714
Democratic,Osage,2016-06-02,2242
Libertarian,Osage,2016-06-02,88
Republican,Osage,2016-06-02,5174
Unaffiliated,Osage,2016-06-02,3266
Democratic,Osborne,2016-06-02,464
Libertarian,Osborne,2016-06-02,11
Republican,Osborne,2016-06-02,1608
Unaffiliated,Osborne,2016-06-02,645
Democratic,Ottawa,2016-06-02,504
Libertarian,Ottawa,2016-06-02,35
Republican,Ottawa,2016-06-02,2664
Unaffiliated,Ottawa,2016-06-02,1101
Democratic,Pawnee,2016-06-02,723
Libertarian,Pawnee,2016-06-02,18
Republican,Pawnee,2016-06-02,2206
Unaffiliated,Pawnee,2016-06-02,868
Democratic,Phillips,2016-06-02,350
Libertarian,Phillips,2016-06-02,12
Republican,Phillips,2016-06-02,2614
Unaffiliated,Phillips,2016-06-02,621
Democratic,Pottawatomie,2016-06-02,1926
Libertarian,Pottawatomie,2016-06-02,93
Republican,Pottawatomie,2016-06-02,8128
Unaffiliated,Pottawatomie,2016-06-02,3391
Democratic,Pratt,2016-06-02,948
Libertarian,Pratt,2016-06-02,42
Republican,Pratt,2016-06-02,3498
Unaffiliated,Pratt,2016-06-02,1178
Democratic,Rawlins,2016-06-02,238
Libertarian,Rawlins,2016-06-02,10
Republican,Rawlins,2016-06-02,1445
Unaffiliated,Rawlins,2016-06-02,363
Democratic,Reno,2016-06-02,9102
Libertarian,Reno,2016-06-02,304
Republican,Reno,2016-06-02,18531
Unaffiliated,Reno,2016-06-02,12277
Democratic,Republic,2016-06-02,500
Libertarian,Republic,2016-06-02,13
Republican,Republic,2016-06-02,2461
Unaffiliated,Republic,2016-06-02,670
Democratic,Rice,2016-06-02,1005
Libertarian,Rice,2016-06-02,51
Republican,Rice,2016-06-02,3278
Unaffiliated,Rice,2016-06-02,1585
Democratic,Riley,2016-06-02,7789
Libertarian,Riley,2016-06-02,327
Republican,Riley,2016-06-02,13642
Unaffiliated,Riley,2016-06-02,10110
Democratic,Rooks,2016-06-02,375
Libertarian,Rooks,2016-06-02,7
Republican,Rooks,2016-06-02,2371
Unaffiliated,Rooks,2016-06-02,608
Democratic,Rush,2016-06-02,354
Libertarian,Rush,2016-06-02,7
Republican,Rush,2016-06-02,1331
Unaffiliated,Rush,2016-06-02,406
Democratic,Russell,2016-06-02,669
Libertarian,Russell,2016-06-02,21
Republican,Russell,2016-06-02,2865
Unaffiliated,Russell,2016-06-02,821
Democratic,Saline,2016-06-02,6631
Libertarian,Saline,2016-06-02,311
Republican,Saline,2016-06-02,15526
Unaffiliated,Saline,2016-06-02,11937
Democratic,Scott,2016-06-02,293
Libertarian,Scott,2016-06-02,10
Republican,Scott,2016-06-02,2231
Unaffiliated,Scott,2016-06-02,709
Democratic,Sedgwick,2016-06-02,68720
Libertarian,Sedgwick,2016-06-02,2155
Republican,Sedgwick,2016-06-02,110992
Unaffiliated,Sedgwick,2016-06-02,99813
Democratic,Seward,2016-06-02,2048
Libertarian,Seward,2016-06-02,91
Republican,Seward,2016-06-02,4766
Unaffiliated,Seward,2016-06-02,3254
Democratic,Shawnee,2016-06-02,33578
Libertarian,Shawnee,2016-06-02,773
Republican,Shawnee,2016-06-02,40318
Unaffiliated,Shawnee,2016-06-02,31771
Democratic,Sheridan,2016-06-02,298
Libertarian,Sheridan,2016-06-02,4
Republican,Sheridan,2016-06-02,1119
Unaffiliated,Sheridan,2016-06-02,387
Democratic,Sherman,2016-06-02,504
Libertarian,Sherman,2016-06-02,26
Republican,Sherman,2016-06-02,2379
Unaffiliated,Sherman,2016-06-02,859
Democratic,Smith,2016-06-02,403
Libertarian,Smith,2016-06-02,4
Republican,Smith,2016-06-02,2032
Unaffiliated,Smith,2016-06-02,442
Democratic,Stafford,2016-06-02,361
Libertarian,Stafford,2016-06-02,21
Republican,Stafford,2016-06-02,1702
Unaffiliated,Stafford,2016-06-02,515
Democratic,Stanton,2016-06-02,194
Libertarian,Stanton,2016-06-02,17
Republican,Stanton,2016-06-02,771
Unaffiliated,Stanton,2016-06-02,217
Democratic,Stevens,2016-06-02,298
Libertarian,Stevens,2016-06-02,17
Republican,Stevens,2016-06-02,2176
Unaffiliated,Stevens,2016-06-02,408
Democratic,Sumner,2016-06-02,3380
Libertarian,Sumner,2016-06-02,140
Republican,Sumner,2016-06-02,7541
Unaffiliated,Sumner,2016-06-02,5156
Democratic,Thomas,2016-06-02,590
Libertarian,Thomas,2016-06-02,30
Republican,Thomas,2016-06-02,3089
Unaffiliated,Thomas,2016-06-02,1163
Democratic,Trego,2016-06-02,403
Libertarian,Trego,2016-06-02,15
Republican,Trego,2016-06-02,1214
Unaffiliated,Trego,2016-06-02,518
Democratic,Wabaunsee,2016-06-02,773
Libertarian,Wabaunsee,2016-06-02,26
Republican,Wabaunsee,2016-06-02,2800
Unaffiliated,Wabaunsee,2016-06-02,1068
Democratic,Wallace,2016-06-02,66
Libertarian,Wallace,2016-06-02,1
Republican,Wallace,2016-06-02,834
Unaffiliated,Wallace,2016-06-02,112
Democratic,Washington,2016-06-02,293
Libertarian,Washington,2016-06-02,10
Republican,Washington,2016-06-02,2628
Unaffiliated,Washington,2016-06-02,331
Democratic,Wichita,2016-06-02,158
Libertarian,Wichita,2016-06-02,7
Republican,Wichita,2016-06-02,851
Unaffiliated,Wichita,2016-06-02,370
Democratic,Wilson,2016-06-02,671
Libertarian,Wilson,2016-06-02,36
Republican,Wilson,2016-06-02,3073
Unaffiliated,Wilson,2016-06-02,975
Democratic,Woodson,2016-06-02,351
Libertarian,Woodson,2016-06-02,14
Republican,Woodson,2016-06-02,1339
Unaffiliated,Woodson,2016-06-02,492
Democratic,Wyandotte,2016-06-02,38105
Libertarian,Wyandotte,2016-06-02,508
Republican,Wyandotte,2016-06-02,12852
